text,label
"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",false
Snapchat is shutting down!,false
Rice told investigators why she unmasked Trump aides,false
BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,false
Clinton Email: We Must Destroy Syria For Israel,false
CNN host Fareed Zakaria calls for jihad rape of white women,false
Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,false
UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,false
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,false
"NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead",false
"Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead",false
Barrels removed from Clinton property contain parts from 3 missing women.,false
"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway",false
Buzz Aldrin ‘passes UFO lie detector test leaving experts convinced that he encountered alien life’,false
Full text: Jeff Flake on Trump speech transcript,false
Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,false
"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",false
Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,false
About Mayor Bhalla,false
Neon Nettle,false
Broward County Sheriff Fired For Lying About Parkland,false
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,false
Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,false
Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,false
Pope Francis To Followers: “Koran And Holy Bible Are The Same”,false
United Airlines Flight Attendant Slaps Crying Baby During Flight,false
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",false
How Donald Trump Lost the 'War on Christmas',false
Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,false
Man charged with murder after driving into anti-far-right protesters in Charlottesville,false
BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,false
The Legislative Process,false
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,false
Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,false
BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,false
Sid Miller,false
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",false
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,false
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,false
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,false
DEA Just Raided A United States Senator,false
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",false
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,false
Twelve More Hurricanes Headed Towards US,false
CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,false
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",false
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",false
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,false
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,false
Tens of Thousands Of Scientists Declare Climate Change A Hoax,false
The numbers don't lie... - Occupy Democrats,false
Donald Trump to issue an executive order to ban Facebook across US,false
"The hacked emails at the center of Mueller’s Russia investigation, explained",false
JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,false
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,false
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",false
Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,false
Delta Ticket 2017,false
Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,false
Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,false
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,false
Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,false
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,false
"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",false
Account Suspended,false
McCain Blamed For Sabotaging Trump,false
Create a Prank and trick your friends,false
"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",false
American News is under construction,false
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",false
"Police Officers, Firefighters and Others Get Hit with Tax Penalty",false
Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,false
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,false
Food Stamp Enrollment Drops by Four Million in One Month,false
Obama Goes To G20 Summit,false
Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,false
URGENT: proposed law would charge protesters with terrorism,false
"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",false
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,false
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",false
Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,false
"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller’s fate",false
JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,false
John Hagee Calls For “Prosecuting Women Who Say God’s Name During Intercourse”,false
The Kardashians donate whopping sum to Las Vegas mass shooting victims,false
Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,false
"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",false
BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,false
BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,false
"Bill Gates: “I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.”",false
"Florida Bridge Collapse, Female Company",false
HRC Caught On Tape Laughing About Irma Wiping Out All Of Those Florida Hillbillies,false
Alabama State Police Arrest 3 Poll Workers In Birmingham,false
HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,false
BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,false
White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,false
112-Year-Old Voters in North Carolina?,false
Denzel Washington hit by Facebook fake news story on Trump,false
NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,false
BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,false
Paul Ryan: “Donald Trump Plans To Resign From Office Within The Next 30 Days”,false
LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore,false
"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",false
BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),false
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,false
"3,000-Pound Great White Shark Captured in Great Lakes",false
Wife of Las Vegas massacre victim: ‘He saved my life and lost his’,false
BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,false
Bachmann: “White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery”,false
Babysitter on Crystal Meth Eats 3-Month-Old Baby,false
Contact Support,false
JUST IN: John Kerry Facing Prison,false
JUST IN: Sarah Palin In A Coma After Hit And Run,false
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,false
Delta targeted in online free airline ticket scam,false
Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,false
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",false
UsPostman.com is for sale (Us Postman),false
Bumble Bee Foods charged after man cooked with tuna,false
Morgue employee cremated by mistake while taking a nap,false
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,false
Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,false
"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",false
Information for the Nation,false
majorthoughts.com,false
Trump on Revamping the Military: We’re Bringing Back the Draft,false
US Representatives Promise Implement Of UN Gun-Control Plans,false
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,false
"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",false
Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,false
Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,false
Laguna Beach Antifa 22m David Hogg Didn't Attend Parkland High School I Went to School With Him at Redondo Shores High School in California and He Graduated in 2015 Here He Is in Our Yearbook From 201,false
Lady Gaga on Twitter,false
American News is under construction,false
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,false
Thinking about writing in a candidate on Election Day? Read this before you do.,false
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,false
Obama Secretly Flees US – Leaves Stunning Evidence Behind,false
BREAKING: Monica Lewinsky Found Dead In Roslindale,false
BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),false
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",false
10 Things You Didn't Know About Nancy Pelosi,false
"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",false
Clinton Foundations Sends Water To Houston For $7 A Bottle,false
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",false
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,false
"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",false
Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,false
"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",false
"80% of black men in Atlanta are Homosexuals, study says",false
Texas church shooter was a militant atheist,false
Pope Calls for World Wide Gun Confiscation Except for the UN,false
BREAKING: Barcelona Terrorist Has A Cousin In The US Named Barack,false
BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,false
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,false
Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,false
Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,false
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,false
"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",false
Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,false
New Jersey Police Chief Says Black People ‘Have No Value’ And Should All Be Executed,false
State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’,false
BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,false
Miley Cyrus: 'Donald Trump Is a F--king Nightmare',false
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,false
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",false
Keanu Reeves Shook The World With Another POWERFUL Message,false
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,false
TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,false
BREAKING: Johnny Depp Taken Into Custody By Secret Service,false
"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",false
Trump Removing Marines From the Navy,false
Mueller Will Be Forced To Resign Over Pelosi Affair,false
DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H,false
Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,false
Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice,false
BREAKING: Supreme Court Issues Its First Bench Warrant Ever,false
Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,false
You are being redirected...,false
"Smoking In Cars With Children Is Illegal Starting January 30, 2018",false
FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,false
NASA Has Just Confirmed Earth Has A New Moon,false
"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",false
Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,false
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,false
UF requests to cancel Rivalry game against FSU,false
Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,false
alternativemediasyndicate.com,false
BREAKING: US comedian Kevin Hart in critical condition after gory car crash,false
TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies,false
Fox News Sandra Smith: “Everybody Could See From The United Airlines Passenger’s Behavior That He Was Not A Genuine American”,false
flashnewscorner.com,false
"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",false
Manager killed 10 employees at checkers on 183st and 27ave,false
Obama Announces Bid To Become UN Secretary General – Usa News,false
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,false
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,false
Ohio student suspended for staying in class during National Walkout Day,false
BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,false
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,false
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,false
Trump Orders 13 Obama Deep State Operatives Arrested For Treason,false
Inside a Fake News Sausage Factory: ‘This Is All About Income’,false
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,false
REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,false
"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",false
Eric Trump: It would be 'foolish' for my dad to release tax returns,false
BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,false
Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,false
Mental Images,false
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,false
First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,false
Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,false
STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),false
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",false
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,false
 Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,false
BREAKING: 60 People Just Found Dead In Ohio,false
Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,false
"Oprah Winfrey: The Butler, racism and Obama",false
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,false
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,false
BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,false
Computer Models Show IRMA Destroying New York City On Sept. 10,false
"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",false
BREAKING: President Trump Pardons Kim Davis,false
"Last in Queen Elizabeth II's line of corgis dies, says British press",false
And we pay her a salary!.... - Judge Jeanine Pirro has Fans,false
"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",false
BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,false
Alabama football Crimson Tide disqualified from national championship,false
"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",false
World's most popular candy to be removed from shelves by October 2017!,false
"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",false
BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,false
Attorney General Sessions Statement on Recusal,false
BREAKING: Rosa Parks’ Daughter Praises Trump’s Response to Charlottesville – forfreedomworld,false
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,false
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,false
"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",false
"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",false
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",false
ICE removal key goal of Democrats in 2020 election,false
Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House,false
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,false
Vets for Trump Facebook page,false
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,false
Libtard Hero Al Franken Forced To Resign In Disgrace,false
Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,false
Trump Nation,false
Wilmington Regional Film Commission,false
Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,false
proudleader.com,false
"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",false
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,false
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,false
San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,false
UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,false
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,false
Information for the Nation,false
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),false
Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,false
"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",false
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,false
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,false
"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",false
"First family visits D.C. shelter, highlights homeless veterans’ plight",false
Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,false
 Breaking President Trump makes English the official language of the United States,false
BREAKING: Santa Fe Killer Confesses His Love For Obama,false
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,false
‘NASA Confirms’ 15 Days Of Darkness Coming This Month,false
Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,false
"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",false
BREAKING: Mike Huckabee Just Fired!,false
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,false
 BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,false
Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,false
Leonardo DiCaprio Tells President Obama That He's Going to Mars,false
Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,false
Man pardoned by Obama ‘executed’ by masked men at halfway house,false
eCFR — Code of Federal Regulations,false
Student Hasn't Stopped Filming Since Florida School Shooting,false
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,false
FDA Announced That Vaccines Are Causing Autism,false
Carnival Cruise Lines will now offer FREE Cruises,false
BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,false
BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,false
Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee. Do you support to deport them?,false
Hurricane Irene: ‘Photo’ of shark swimming in street is fake,false
BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,false
New Regulation Requires 75 MPH Governor On All Motorcycles,false
Spicer: “Trump Has The Legal Right To Cancel SCOTUS Because They Serve At His Pleasure”,false
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",false
BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident,false
Melania Trump undergoes kidney surgery at Walter Reed medical center,false
"No, Sandra Bullock didn't disparage Hillary Clinton",false
Jimmy Carter: “Medical Marijuana Cured My Cancer”,false
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",false
"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges",false
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,false
9 celebrities who say they'll move to Canada if Donald Trump becomes president,false
Malia Obama Arrested With A Gang Of Thugs In Chicago,false
Southwest Airlines 2017,false
Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,false
"Somali Immigrant Crashes Car Into Ohio Families Home, Killing The Infant At Home",false
Post claiming free tickets on Allegiant Air,false
British Politician Beaten by Protestors for 'Welcoming Trump to the UK',false
Archbishop Desmond Tutu dies while holidaying in Texas,false
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,false
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad",false
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,false
"Melania Trump: ‘If ISIS Lay A Finger On Barron, I’ll Scratch Obama’s Eyes Out’",false
BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap,false
Chinese Lunar Rover Finds No Evidence Of American Moon Landings,false
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,false
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,false
‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,false
Maxine Waters Is Getting Criminally Charged!,false
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",false
The CNN porn scare is how fake news spreads,false
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,false
BREAKING: Federal Judge Grants Permission To Subpoena Trump,false
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,false
 Actress Emma Stone ‘For the first time in history we have a president that…,false
Lance Armstrong's defiant Twitter photo shows him relaxing with seven yellow jerseys,false
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,false
Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),false
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,false
 What Adam Sandler is saying about Mormons,false
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,false
Alabama Secretary of State,false
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",false
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,false
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,false
dailynative.us,false
Australia Becomes First Country To Begin Microchipping Its Citizens,false
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,false
Obama’s Tax- Skipping – Audit Shows Millions In Offshore Accounts,false
Washington State Legislature votes to change its name because George Washington owned Slaves,false
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,false
Donald Trump signs a visa-free travel policy for Ghana,false
Bill Gates Outlines 2018 Plan To Depopulate The Planet,false
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",false
trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,false
BREAKING: Hillary Clinton Killed In Monster Truck Mishap,false
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,false
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",false
Tulsa School closes after brutal fire.,false
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,false
McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,false
ни чего нового как правильно,false
U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,false
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,false
